"Body","Head","Head_Coverage","Std_Confidence","PCA_Confidence","Positive_Examples","Body_size","PCA_Body_size","Functional_variable"
"?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0264901","0.705882","0.705882","24","34","34","?a"
"?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasStage>  <IIB>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0264901","0.489796","0.705882","24","49","34","?a"
"?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasOncologicalTreatment>  <Surgery>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.11479","0.58427","0.702703","104","178","148","?a"
"?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasStage>  <IIA>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0342163","0.688889","0.688889","31","45","45","?a"
"?a  <hasStage>  <IIA>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0364238","0.647059","0.6875","33","51","48","?a"
"?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.115894","0.686275","0.686275","105","153","153","?a"
"?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasOncologicalTreatment>  <Surgery>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.189845","0.547771","0.67451","172","314","255","?a"
"?a  <hasStage>  <IIB>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0386313","0.514706","0.673077","35","68","52","?a"
"?a  <hasBio>  <PDL1>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0110375","0.0714286","0.666667","10","140","15","?a"
"?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasOncologicalTreatment>  <Chemotherapy>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.193157","0.660377","0.660377","175","265","265","?a"
"?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasOncologicalTreatment>  <Surgery>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.306843","0.658768","0.658768","278","422","422","?a"
"?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasStage>  <IV>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0165563","0.652174","0.652174","15","23","23","?a"
"?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasOncologicalTreatment>  <Surgery>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0286976","0.464286","0.65","26","56","40","?a"
"?a  <hasOncologicalTreatment>  <Surgery>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.317881","0.547529","0.648649","288","526","444","?a"
"?a  <hasOncologicalSurgery>  <Lobectomy>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.318985","0.643653","0.643653","289","449","449","?a"
"?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasStage>  <IIIA>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0596026","0.325301","0.642857","54","166","84","?a"
"?a  <hasOncologicalTreatment>  <Adjuvant>  ?a  <hasStage>  <IIIA>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0198676","0.514286","0.62069","18","35","29","?a"
"?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasStage>  <IIIA>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0794702","0.341232","0.615385","72","211","117","?a"
"?a  <hasStage>  <IB>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0551876","0.526316","0.609756","50","95","82","?a"
"?a  <hasStage>  <IIIA>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0916115","0.342975","0.597122","83","242","139","?a"
"?a  <hasBio>  <EGFR>   ","?a  <hasOncologicalSurgery>  <Lobectomy>","0.0209713","0.228916","0.59375","19","83","32","?a"
"?a  <hasOncologicalTreatment>  <Radiotherapy>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.131347","0.187107","0.59204","119","636","201","?a"
"?a  <hasOncologicalTreatment>  <Adjuvant>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0298013","0.45","0.586957","27","60","46","?a"
"?a  <hasOncologicalTreatment>  <Chemotherapy>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.213024","0.200624","0.571006","193","962","338","?a"
"?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0364238","0.162562","0.568965","33","203","58","?a"
"?a  <hasOncologicalTreatment>  <Immunotherapy>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0286976","0.122642","0.565217","26","212","46","?a"
"?a  <hasOncologicalTreatment>  <Radical>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0441501","0.149254","0.512821","40","268","78","?a"
"?a  <hasOncologicalSurgery>  <Pneumonectomy>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0397351","0.493151","0.493151","36","73","73","?a"
"?a  <hasStage>  <IIIB>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0187638","0.120567","0.485714","17","141","35","?a"
"?a  <hasBio>  <EGFR>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0165563","0.180723","0.46875","15","83","32","?a"
"?a  <hasStage>  <IV>   ","?a  <hasOncologicalSurgery>  <Lymph_node_excision>","0.0253863","0.0801394","0.359375","23","287","64","?a"
"?a  <hasStage>  <IV>   ","?a  <hasOncologicalSurgery>  <Lobectomy>","0.0253863","0.0801394","0.359375","23","287","64","?a"
